,id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,electorate,electoraterating
16032,21764,6163,NORTH COOGEE,WA,115.759389,-32.09300032,Perth Metro,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.1025,115.763,50701115801.0,50701115801.0,507011158.0,North Coogee,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,10.72199249,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16033,16206,6163,NORTH LAKE,WA,115.798722,-32.084784,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0789699,115.8218528,50701115301.0,50701115301.0,507011153.0,Coolbellup,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,45.32353592,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16034,23999,6163,O’CONNOR,WA,115.837476,-32.092963,Perth Metro,,Updated 25-Jan-2020,,,,,,0.0,0.0,,,,,,,,,,,,,,,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16035,16207,6163,O'CONNOR,WA,115.798722,-32.084784,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.060241,115.793698,50702116701.0,50702116701.0,507021167.0,O'Connor (WA),50702.0,Fremantle,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,45.32353592,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16036,16208,6163,SAMSON,WA,115.798722,-32.084784,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.0722698,115.7995497,50702116614.0,50702116614.0,507021166.0,Fremantle - South,50702.0,Fremantle,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,45.32353592,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16037,16209,6163,SPEARWOOD,WA,115.798722,-32.084784,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50704.0,Melville,507.0,Perth - South West,R2,-32.1025261,115.7826359,50701116016.0,50701116016.0,507011160.0,Spearwood,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,45.32353592,W1,PHN502,Perth South,Melville,Tangney,Inner Metropolitan
16038,16210,6164,ATWELL,WA,115.854584,-32.131993,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1460122,115.8651336,50701114813.0,50701114813.0,507011148.0,Banjup,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,28.90362167,W1,PHN502,Perth South,Serpentine-Jarrahdale,Fremantle,Inner Metropolitan
16039,16211,6164,AUBIN GROVE,WA,115.854584,-32.131993,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1683982,115.8611445,50701114802.0,50701114825.0,507011148.0,Banjup,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,28.90362167,W1,PHN502,Perth South,Serpentine-Jarrahdale,Fremantle,Inner Metropolitan
16040,16212,6164,BANJUP,WA,115.854584,-32.131993,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1570175,115.8890062,50701114808.0,50701114808.0,507011148.0,Banjup,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,28.90362167,W1,PHN502,Perth South,Serpentine-Jarrahdale,Fremantle,Inner Metropolitan
16041,16213,6164,BEELIAR,WA,115.854584,-32.131993,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1312555,115.8115536,50701114903.0,50701125917.0,507011259.0,Beeliar - Wattleup,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,28.90362167,W1,PHN502,Perth South,Serpentine-Jarrahdale,Fremantle,Inner Metropolitan
16042,21765,6164,COCKBURN CENTRAL,WA,115.8477911,-32.1212865,Perth Metro,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1213274,115.848442,50701115912.0,50701115912.0,507011159.0,South Lake - Cockburn Central,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,28.90362167,W1,PHN502,Perth South,Serpentine-Jarrahdale,Fremantle,Inner Metropolitan
16043,16214,6164,HAMMOND PARK,WA,115.854584,-32.131993,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1684435,115.8494387,50701116113.0,50701116123.0,507011161.0,Success - Hammond Park,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,28.90362167,W1,PHN502,Perth South,Serpentine-Jarrahdale,Fremantle,Inner Metropolitan
16044,16215,6164,JANDAKOT,WA,115.854584,-32.131993,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1071414,115.8598559,50701115604.0,50701126006.0,507011260.0,Jandakot,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,28.90362167,W1,PHN502,Perth South,Serpentine-Jarrahdale,Fremantle,Inner Metropolitan
16045,16216,6164,SOUTH LAKE,WA,115.854584,-32.131993,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1041036,115.8402587,50701115911.0,50701115911.0,507011159.0,South Lake - Cockburn Central,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,28.90362167,W1,PHN502,Perth South,Serpentine-Jarrahdale,Fremantle,Inner Metropolitan
16046,16217,6164,SUCCESS,WA,115.854584,-32.131993,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1536587,115.8463549,50701116111.0,50701116124.0,507011161.0,Success - Hammond Park,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,28.90362167,W1,PHN502,Perth South,Serpentine-Jarrahdale,Fremantle,Inner Metropolitan
16047,21766,6164,TREEBY,WA,115.8928346,-32.12303469,Perth Metro,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1218,115.895,50701114807.0,50701114807.0,507011148.0,Banjup,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,28.90362167,W1,PHN502,Perth South,Serpentine-Jarrahdale,Fremantle,Inner Metropolitan
16048,16218,6164,YANGEBUP,WA,115.854584,-32.131993,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1218097,115.8082495,50701116316.0,50701116316.0,507011163.0,Yangebup,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,28.90362167,W1,PHN502,Perth South,Serpentine-Jarrahdale,Fremantle,Inner Metropolitan
16049,16219,6165,HOPE VALLEY,WA,115.799431,-32.19598,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.200778,115.8057319,50703117202.0,50703117202.0,507031172.0,Hope Valley - Postans,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,1.619074821,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16050,16220,6165,NAVAL BASE,WA,115.799431,-32.19598,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.1987547,115.7823791,50703117301.0,50703117301.0,507031173.0,Kwinana Industrial,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,1.619074821,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16051,16221,6166,COOGEE,WA,115.790704,-32.158361,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.116126,115.7657929,50701115207.0,50701115207.0,507011152.0,Coogee,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,8.728295326,W1,PHN502,Perth South,Kwinana,Fremantle,Inner Metropolitan
16052,16222,6166,HENDERSON,WA,115.790704,-32.158361,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1457636,115.7785857,50701115210.0,50701115210.0,507011152.0,Coogee,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,8.728295326,W1,PHN502,Perth South,Kwinana,Fremantle,Inner Metropolitan
16053,22834,6166,LAKE COOGEE,WA,115.786,-32.128,Perth Metro,,Updated 25-Jan-2020,,,,,R2,-32.128,115.786,50701115211.0,50701115211.0,507011152.0,Coogee,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,-3492.0,W1,PHN502,Perth South,Kwinana,Fremantle,Inner Metropolitan
16054,16223,6166,MUNSTER,WA,115.790704,-32.158361,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1509366,115.8113086,50701116202.0,50701125903.0,507011259.0,Beeliar - Wattleup,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,8.728295326,W1,PHN502,Perth South,Kwinana,Fremantle,Inner Metropolitan
16055,16224,6166,WATTLEUP,WA,115.790704,-32.158361,BIBRA LAKE DC,Delivery Area,Updated 6-Feb-2020,50701.0,Cockburn,507.0,Perth - South West,R2,-32.1771063,115.8031196,50701116201.0,50701125901.0,507011259.0,Beeliar - Wattleup,50701.0,Cockburn,507.0,Perth - South West,1.0,1.0,1.0,1.0,Fremantle,8.728295326,W1,PHN502,Perth South,Kwinana,Fremantle,Inner Metropolitan
16056,16225,6167,ANKETELL,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.2179086,115.8593099,50703116804.0,50703126104.0,507031261.0,Casuarina - Wandi,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16057,16226,6167,BERTRAM,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.2475354,115.8476642,50703116910.0,50703116910.0,507031169.0,Bertram - Wellard (West),50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16058,16227,6167,CALISTA,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.2471167,115.8065532,50703117003.0,50703117003.0,507031170.0,Calista,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16059,16228,6167,CASUARINA,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.2375879,115.8745816,50703117103.0,50703126102.0,507031261.0,Casuarina - Wandi,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16060,16229,6167,KWINANA BEACH,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.2260862,115.7763846,50703117301.0,50703117301.0,507031173.0,Kwinana Industrial,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16061,16230,6167,KWINANA TOWN CENTRE,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.2476388,115.8135235,50703117403.0,50703117429.0,507031174.0,Parmelia - Orelia,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16062,16231,6167,MANDOGALUP,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.1935634,115.8421987,50703116802.0,50703126109.0,507031261.0,Casuarina - Wandi,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16063,16232,6167,MEDINA,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.2362727,115.8053718,50703117008.0,50703117008.0,507031170.0,Calista,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16064,16233,6167,ORELIA,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.2350267,115.8208189,50703117424.0,50703117424.0,507031174.0,Parmelia - Orelia,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16065,16234,6167,PARMELIA,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.2500689,115.8256616,50703117417.0,50703117417.0,507031174.0,Parmelia - Orelia,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16066,16235,6167,POSTANS,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.2206146,115.8109929,50703117202.0,50703117202.0,507031172.0,Hope Valley - Postans,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16067,16236,6167,THE SPECTACLES,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.2288727,115.8464234,50703116901.0,50703116925.0,507031169.0,Bertram - Wellard (West),50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16068,16237,6167,WANDI,WA,115.835308,-32.223657,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.1928515,115.8807112,50703116801.0,50703126105.0,507031261.0,Casuarina - Wandi,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16069,16238,6168,COOLOONGUP,WA,115.75773,-32.281957,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.2945848,115.7629192,50705118610.0,50705118610.0,507051186.0,Cooloongup,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16070,16239,6168,EAST ROCKINGHAM,WA,115.75773,-32.281957,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.2585792,115.763715,50705118823.0,50705118823.0,507051188.0,Rockingham,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16071,16240,6168,GARDEN ISLAND,WA,115.75773,-32.281957,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.2043254,115.6776274,50705118819.0,50705118819.0,507051188.0,Rockingham,50705.0,Rockingham,507.0,Perth - South West,2.0,2.0,2.0,6.0,Brand,,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16072,16241,6168,HILLMAN,WA,115.75773,-32.281957,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.2828886,115.7630414,50705118605.0,50705118605.0,507051186.0,Cooloongup,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16073,16242,6168,PERON,WA,115.75773,-32.281957,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.2749875,115.700356,50705118833.0,50705118833.0,507051188.0,Rockingham,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16074,16243,6168,ROCKINGHAM,WA,115.75773,-32.281957,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.2780954,115.7351403,50705118801.0,50705118818.0,507051188.0,Rockingham,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16075,16244,6168,ROCKINGHAM BEACH,WA,115.75773,-32.281957,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.2676646,115.7396753,50705118829.0,50705118829.0,507051188.0,Rockingham,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16076,16245,6168,ROCKINGHAM DC,WA,115.75773,-32.281957,Perth Metro,,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.2751,115.772,50705118823.0,50705118823.0,507051188.0,Rockingham,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16077,16246,6169,SAFETY BAY,WA,115.763949,-32.338504,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.3100675,115.7319024,50705119015.0,50705119015.0,507051190.0,Safety Bay - Shoalwater,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,7.013843536,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16078,16247,6169,SHOALWATER,WA,115.763949,-32.338504,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.2933662,115.7107698,50705119012.0,50705119012.0,507051190.0,Safety Bay - Shoalwater,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,7.013843536,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16079,16248,6169,WAIKIKI,WA,115.763949,-32.338504,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.3154566,115.7530195,50705119222.0,50705119222.0,507051192.0,Waikiki,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,7.013843536,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16080,16249,6169,WARNBRO,WA,115.763949,-32.338504,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.3367629,115.7594984,50705119320.0,50705119320.0,507051193.0,Warnbro,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,7.013843536,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16081,16250,6170,LEDA,WA,115.835972,-32.265645,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.271548,115.8018223,50703117002.0,50703117002.0,507031170.0,Calista,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,5.430367947,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16082,16251,6170,WELLARD,WA,115.835972,-32.265645,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50703.0,Kwinana,507.0,Perth - South West,R2,-32.2632658,115.8629069,50703117101.0,50703126106.0,507031261.0,Casuarina - Wandi,50703.0,Kwinana,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,5.430367947,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16083,16252,6171,BALDIVIS,WA,115.833257,-32.328863,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.3222184,115.8285153,50705118514.0,50705118526.0,507051185.0,Baldivis,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16084,16253,6172,PORT KENNEDY,WA,115.753147,-32.37547,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.3760083,115.7516025,50705118724.0,50705118724.0,507051187.0,Port Kennedy,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16085,16254,6173,SECRET HARBOUR,WA,115.757908,-32.407414,MANDURAH DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.4051251,115.7634366,50705119113.0,50705119131.0,507051191.0,Singleton - Golden Bay - Secret Harbour,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16086,16255,6174,GOLDEN BAY,WA,115.760224,-32.42656,MANDURAH DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.4262528,115.7634366,50705119122.0,50705119122.0,507051191.0,Singleton - Golden Bay - Secret Harbour,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16087,16256,6175,SINGLETON,WA,115.755289,-32.445896,MANDURAH DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.4466752,115.754561,50705119104.0,50705119104.0,507051191.0,Singleton - Golden Bay - Secret Harbour,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Rockingham,Brand,Outer Metropolitan
16088,16257,6176,KARNUP,WA,115.814323,-32.421669,ROCKINGHAM DC,Delivery Area,Updated 6-Feb-2020,50705.0,Rockingham,507.0,Perth - South West,R2,-32.4250674,115.7930198,50705118510.0,50705118510.0,507051185.0,Baldivis,50705.0,Rockingham,507.0,Perth - South West,1.0,1.0,1.0,1.0,Brand,,W1,PHN502,Perth South,Serpentine-Jarrahdale,Brand,Outer Metropolitan
16089,48,6180,LAKELANDS,WA,115.728286,-32.557981,MANDURAH DC,Delivery Area,Updated 25-Mar-2020,50201.0,Mandurah,502.0,Mandurah,R2,-32.4727097,115.7707088,50201102704.0,50201102742.0,502011027.0,Mandurah - North,50201.0,Mandurah,502.0,Mandurah,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Rockingham,Canning,Outer Metropolitan
16090,49,6180,PARKLANDS,WA,115.728286,-32.557981,MANDURAH DC,Delivery Area,Updated 25-Mar-2020,50201.0,Mandurah,502.0,Mandurah,R2,-32.4970306,115.7682565,50201102708.0,50201102708.0,502011027.0,Mandurah - North,50201.0,Mandurah,502.0,Mandurah,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Rockingham,Canning,Outer Metropolitan
16091,50,6181,STAKE HILL,WA,115.728286,-32.557981,,,Updated 25-Mar-2020,50201.0,Mandurah,502.0,Mandurah,R2,-32.4924,115.799,50201102725.0,50201102725.0,502011027.0,Mandurah - North,50201.0,Mandurah,502.0,Mandurah,1.0,1.0,1.0,1.0,Canning,,W1,PHN502,Perth South,Rockingham,Canning,Outer Metropolitan
